student_id,variable,value
12169,male,0
12169,race,1
12170,age,30
12170,county,2
12170,male,0
12170,race,1
12171,age,21
12171,county,2
12171,male,1
12171,race,1
12172,age,32
12172,county,2
12172,male,1
12172,race,1
12173,age,28
12173,county,2
12173,male,0
12173,race,1
12174,age,35
12174,county,2
12174,male,1
12174,race,1
12175,age,39
12175,county,2
12175,male,1
12175,race,1
12176,age,37
12176,county,2
12176,male,0
12176,race,1
12177,age,38
12177,county,2
12177,male,0
12177,race,1
12178,age,21
12178,county,2
12178,male,1
12178,race,1
12179,age,26
12179,county,2
12179,male,1
12179,race,1
12180,age,19
12180,county,2
12180,male,0
12180,race,1
12181,age,36
12181,county,2
12181,male,1
12181,race,1
12182,age,35
12182,county,2
12182,male,0
12182,race,1
12183,age,21
12183,county,2
12183,male,1
12183,race,1
12184,age,36
12184,county,2
12184,male,1
12184,race,1
12185,age,20
12185,county,2
12185,male,0
12185,race,1
12186,age,37
12186,county,2
12186,male,1
12186,race,1
12187,age,22
12187,county,2
12187,male,0
12187,race,1
12188,age,22
12188,county,2
12188,male,0
12188,race,1
12189,age,36
12189,county,2
12189,male,1
12189,race,1
12190,age,37
12190,county,2
12190,male,0
12190,race,1
12191,age,22
12191,county,2
12191,male,0
12191,race,1
12192,age,21
12192,county,2
12192,male,0
12192,race,1
12193,age,18
12193,county,2
12193,male,1
12193,race,1
12194,age,32
12194,county,2
12194,male,0
12194,race,1
12195,age,40
12195,county,2
12195,male,0
12195,race,1
12196,age,38
12196,county,2
12196,male,0
12196,race,1
12197,age,18
12197,county,2
12197,male,0
12197,race,1
12198,age,33
12198,county,2
12198,male,1
12198,race,1
12199,age,36
12199,county,2
12199,male,1
12199,race,1
12200,age,27
12200,county,2
12200,male,0
12200,race,1
12201,age,39
12201,county,2
12201,male,0
12201,race,1
12202,age,34
12202,county,2
12202,male,1
12202,race,1
12203,age,24
12203,county,2
12203,male,1
12203,race,1
12204,age,21
12204,county,2
12204,male,0
12204,race,1
12205,age,40
12205,county,2
12205,male,0
12205,race,1
12206,age,37
12206,county,2
12206,male,1
12206,race,1
12207,age,30
12207,county,2
12207,male,1
12207,race,1
12208,age,24
12208,county,2
12208,male,0
12208,race,1
12209,age,38
12209,county,2
12209,male,1
12209,race,1
12210,age,21
12210,county,2
12210,male,1
12210,race,1
12211,age,26
12211,county,2
12211,male,1
12211,race,1
12212,age,30
12212,county,2
12212,male,1
12212,race,1
12213,age,23
12213,county,2
12213,male,1
12213,race,1
12214,age,20
12214,county,2
12214,male,0
12214,race,1
12215,age,24
12215,county,2
12215,male,0
12215,race,1
12216,age,21
12216,county,2
12216,male,0
12216,race,1
12217,age,37
12217,county,2
12217,male,1
12217,race,1
12218,age,33
12218,county,2
12218,male,0
12218,race,1
12219,age,27
12219,county,2
12219,male,1
12219,race,1
12220,age,34
12220,county,2
12220,male,1
12220,race,1
12221,age,25
12221,county,2
12221,male,1
12221,race,1
12222,age,38
12222,county,2
12222,male,0
12222,race,1
12223,age,23
12223,county,2
12223,male,1
12223,race,1
12224,age,21
12224,county,2
12224,male,1
12224,race,1
12225,age,18
12225,county,2
12225,male,0
12225,race,1
12226,age,36
12226,county,2
12226,male,1
12226,race,1
12227,age,23
12227,county,2
12227,male,0
12227,race,1
12228,age,30
12228,county,2
12228,male,1
12228,race,1
12229,age,31
12229,county,2
12229,male,0
12229,race,1
12230,age,24
12230,county,2
12230,male,1
12230,race,1
12231,age,26
12231,county,2
12231,male,0
12231,race,1
12232,age,22
12232,county,2
12232,male,0
12232,race,1
12233,age,35
12233,county,2
12233,male,0
12233,race,1
12234,age,22
12234,county,2
12234,male,0
12234,race,1
12235,age,29
12235,county,2
12235,male,1
12235,race,1
12236,age,34
12236,county,2
12236,male,0
12236,race,1
12237,age,36
12237,county,2
12237,male,1
12237,race,1
12238,age,24
12238,county,2
12238,male,0
12238,race,1
12239,age,35
12239,county,2
12239,male,1
12239,race,1
12240,age,29
12240,county,2
12240,male,1
12240,race,1
12241,age,40
12241,county,2
12241,male,1
12241,race,1
12242,age,30
12242,county,2
12242,male,1
12242,race,1
12243,age,23
12243,county,2
12243,male,0
12243,race,1
12244,age,28
12244,county,2
12244,male,0
12244,race,1
12245,age,20
12245,county,2
12245,male,0
12245,race,1
12246,age,25
12246,county,2
12246,male,0
12246,race,1
12247,age,34
12247,county,2
12247,male,0
12247,race,1
12248,age,31
12248,county,2
12248,male,1
12248,race,1
12249,age,38
12249,county,2
12249,male,0
12249,race,1
12250,age,32
12250,county,2
12250,male,0
12250,race,1
12251,age,32
12251,county,2
12251,male,1
12251,race,1
12252,age,27
12252,county,2
12252,male,1
12252,race,1
12253,age,23
12253,county,2
12253,male,0
12253,race,1
12254,age,27
12254,county,2
12254,male,1
12254,race,1
12255,age,20
12255,county,2
12255,male,1
12255,race,1
12256,age,32
12256,county,2
12256,male,0
12256,race,1
12257,age,36
12257,county,2
12257,male,0
12257,race,1
12258,age,27
12258,county,2
12258,male,0
12258,race,1
12259,age,21
12259,county,2
12259,male,1
12259,race,1
12260,age,29
12260,county,2
12260,male,1
12260,race,1
12261,age,25
12261,county,2
12261,male,1
12261,race,1
12262,age,21
12262,county,2
12262,male,1
12262,race,1
12263,age,37
12263,county,2
12263,male,0
12263,race,1
12264,age,35
12264,county,2
12264,male,1
12264,race,1
12265,age,23
12265,county,2
12265,male,1
12265,race,1
12266,age,35
12266,county,2
12266,male,1
12266,race,1
12267,age,22
12267,county,2
12267,male,0
12267,race,1
12268,age,25
12268,county,2
12268,male,1
12268,race,1
12269,age,19
12269,county,2
12269,male,0
12269,race,1
12270,age,37
12270,county,2
12270,male,1
12270,race,1
12271,age,21
12271,county,2
12271,male,0
12271,race,1
12272,age,24
12272,county,2
12272,male,1
12272,race,1
12273,age,22
12273,county,2
12273,male,0
12273,race,1
12274,age,28
12274,county,2
12274,male,1
12274,race,1
12275,age,21
12275,county,2
12275,male,0
12275,race,1
12276,age,23
12276,county,2
12276,male,0
12276,race,1
12277,age,28
12277,county,2
12277,male,0
12277,race,1
12278,age,30
12278,county,2
12278,male,1
12278,race,1
12279,age,27
12279,county,2
12279,male,1
12279,race,1
12280,age,23
12280,county,2
12280,male,1
12280,race,1
12281,age,19
12281,county,2
12281,male,0
12281,race,1
12282,age,32
12282,county,2
12282,male,0
12282,race,1
12283,age,38
12283,county,2
12283,male,1
12283,race,1
12284,age,19
12284,county,2
12284,male,0
12284,race,1
12285,age,25
12285,county,2
12285,male,0
12285,race,1
12286,age,39
12286,county,2
12286,male,0
12286,race,1
12287,age,38
12287,county,2
12287,male,0
12287,race,1
12288,age,40
12288,county,2
12288,male,0
12288,race,1
12289,age,36
12289,county,2
12289,male,0
12289,race,1
12290,age,40
12290,county,2
12290,male,1
12290,race,1
12291,age,29
12291,county,2
12291,male,1
12291,race,1
12292,age,22
12292,county,2
12292,male,0
12292,race,1
12293,age,22
12293,county,2
12293,male,0
12293,race,1
12294,age,34
12294,county,2
12294,male,0
12294,race,1
12295,age,38
12295,county,2
12295,male,1
12295,race,1
12296,age,37
12296,county,2
12296,male,0
12296,race,1
12297,age,31
12297,county,2
12297,male,0
12297,race,1
12298,age,24
12298,county,2
12298,male,0
12298,race,1
12299,age,25
12299,county,2
12299,male,1
12299,race,1
12300,age,25
12300,county,2
12300,male,1
12300,race,1
12301,age,31
12301,county,2
12301,male,1
12301,race,1
12302,age,25
12302,county,2
12302,male,1
12302,race,1
12303,age,24
12303,county,2
12303,male,1
12303,race,1
12304,age,21
12304,county,2
12304,male,1
12304,race,1
12305,age,25
12305,county,2
12305,male,1
12305,race,1
12306,age,20
12306,county,2
12306,male,0
12306,race,1
12307,age,19
12307,county,2
12307,male,1
12307,race,1
12308,age,23
12308,county,2
12308,male,0
12308,race,1
12309,age,26
12309,county,2
12309,male,0
12309,race,1
12310,age,37
12310,county,2
12310,male,0
12310,race,1
12311,age,21
12311,county,2
12311,male,0
12311,race,1
12312,age,28
12312,county,2
12312,male,0
12312,race,1
12313,age,21
12313,county,2
12313,male,0
12313,race,1
12314,age,21
12314,county,2
12314,male,1
12314,race,1
12315,age,19
12315,county,2
12315,male,1
12315,race,1
12316,age,21
12316,county,2
12316,male,0
12316,race,1
12317,age,25
12317,county,2
12317,male,1
12317,race,1
12318,age,35
12318,county,2
12318,male,0
12318,race,1
12319,age,30
12319,county,2
12319,male,1
12319,race,1
12320,age,35
12320,county,2
12320,male,1
12320,race,1
12321,age,27
12321,county,2
12321,male,1
12321,race,1
12322,age,31
12322,county,2
12322,male,1
12322,race,1
12323,age,26
12323,county,2
12323,male,0
12323,race,1
12324,age,24
12324,county,2
12324,male,1
12324,race,1
12325,age,18
12325,county,2
12325,male,0
12325,race,1
12326,age,23
12326,county,2
12326,male,1
12326,race,1
12327,age,38
12327,county,2
12327,male,0
12327,race,1
12328,age,40
12328,county,2
12328,male,1
12328,race,1
12329,age,40
12329,county,2
12329,male,0
12329,race,1
12330,age,18
12330,county,2
12330,male,0
12330,race,1
12331,age,20
12331,county,2
12331,male,1
12331,race,1
12332,age,32
12332,county,2
12332,male,0
12332,race,1
12333,age,20
12333,county,2
12333,male,0
12333,race,1
12334,age,25
12334,county,2
12334,male,1
12334,race,1
12335,age,24
12335,county,2
12335,male,0
12335,race,1
12336,age,28
12336,county,2
12336,male,1
12336,race,1
12337,age,32
12337,county,2
12337,male,0
12337,race,1
12338,age,29
12338,county,2
12338,male,0
12338,race,1
12339,age,39
12339,county,2
12339,male,0
12339,race,1
12340,age,32
12340,county,2
12340,male,0
12340,race,1
12341,age,29
12341,county,2
12341,male,0
12341,race,1
12342,age,25
12342,county,2
12342,male,0
12342,race,1
12343,age,37
12343,county,2
12343,male,1
12343,race,1
12344,age,24
12344,county,2
12344,male,0
12344,race,1
12345,age,39
12345,county,2
12345,male,0
12345,race,1
12346,age,27
12346,county,2
12346,male,0
12346,race,1
12347,age,33
12347,county,2
12347,male,1
12347,race,1
12348,age,40
12348,county,2
12348,male,1
12348,race,1
12349,age,35
12349,county,2
12349,male,1
12349,race,1
12350,age,39
12350,county,2
12350,male,0
12350,race,1
12351,age,22
12351,county,2
12351,male,0
12351,race,1
12352,age,27
12352,county,2
12352,male,1
12352,race,1
12353,age,36
12353,county,2
12353,male,0
12353,race,1
12354,age,38
12354,county,2
12354,male,1
12354,race,1
12355,age,40
12355,county,2
12355,male,0
12355,race,1
12356,age,24
12356,county,2
12356,male,0
12356,race,1
12357,age,23
12357,county,2
12357,male,0
12357,race,1
12358,age,36
12358,county,2
12358,male,1
12358,race,1
12359,age,33
12359,county,2
12359,male,1
12359,race,1
12360,age,28
12360,county,2
12360,male,1
12360,race,1
12361,age,33
12361,county,2
12361,male,1
12361,race,1
12362,age,23
12362,county,2
12362,male,1
12362,race,1
12363,age,40
12363,county,2
12363,male,1
12363,race,1
12364,age,23
12364,county,2
12364,male,1
12364,race,1
12365,age,19
12365,county,2
12365,male,0
12365,race,1
12366,age,27
12366,county,2
12366,male,1
12366,race,1
12367,age,33
12367,county,2
12367,male,1
12367,race,1
12368,age,24
12368,county,2
12368,male,0
12368,race,1
12369,age,22
12369,county,2
12369,male,1
12369,race,1
12370,age,37
12370,county,2
12370,male,0
12370,race,1
12371,age,29
12371,county,2
12371,male,0
12371,race,1
12372,age,33
12372,county,2
12372,male,0
12372,race,1
12373,age,28
12373,county,2
12373,male,0
12373,race,1
12374,age,24
12374,county,2
12374,male,0
12374,race,1
12375,age,30
12375,county,2
12375,male,1
12375,race,1
12376,age,21
12376,county,2
12376,male,0
12376,race,1
12377,age,32
12377,county,2
12377,male,0
12377,race,1
12378,age,39
12378,county,2
12378,male,1
12378,race,1
12379,age,31
12379,county,2
12379,male,1
12379,race,1
12380,age,27
12380,county,2
12380,male,0
12380,race,1
12381,age,26
12381,county,2
12381,male,1
12381,race,1
12382,age,23
12382,county,2
12382,male,1
12382,race,1
12383,age,35
12383,county,2
12383,male,0
12383,race,1
12384,age,21
12384,county,2
12384,male,1
12384,race,1
12385,age,24
12385,county,2
12385,male,0
12385,race,1
12386,age,24
12386,county,2
12386,male,1
12386,race,1
12387,age,34
12387,county,2
12387,male,1
12387,race,1
12388,age,21
12388,county,2
12388,male,1
12388,race,1
12389,age,22
12389,county,2
12389,male,1
12389,race,1
12390,age,28
12390,county,2
12390,male,0
12390,race,1
12391,age,26
12391,county,2
12391,male,0
12391,race,1
12392,age,33
12392,county,2
12392,male,0
12392,race,1
12393,age,34
12393,county,2
12393,male,0
12393,race,1
12394,age,21
12394,county,2
12394,male,0
12394,race,1
12395,age,37
12395,county,2
12395,male,1
12395,race,1
12396,age,21
12396,county,2
12396,male,0
12396,race,1
12397,age,21
12397,county,2
12397,male,1
12397,race,1
12398,age,40
12398,county,2
12398,male,1
12398,race,1
12399,age,21
12399,county,2
12399,male,1
12399,race,1
12400,age,23
12400,county,2
12400,male,0
12400,race,1
12401,age,34
12401,county,2
12401,male,0
12401,race,1
12402,age,25
12402,county,2
12402,male,0
12402,race,1
12403,age,37
12403,county,2
12403,male,1
12403,race,1
12404,age,34
12404,county,2
12404,male,0
12404,race,1
12405,age,35
12405,county,2
12405,male,1
12405,race,1
12406,age,26
12406,county,2
12406,male,1
12406,race,1
12407,age,35
12407,county,2
12407,male,1
12407,race,1
12408,age,38
12408,county,2
12408,male,1
12408,race,1
12409,age,24
12409,county,2
12409,male,0
12409,race,1
12410,age,19
12410,county,2
12410,male,0
12410,race,1
12411,age,19
12411,county,2
12411,male,1
12411,race,1
12412,age,38
12412,county,2
12412,male,1
12412,race,1
12413,age,35
12413,county,2
12413,male,1
12413,race,1
12414,age,22
12414,county,2
12414,male,0
12414,race,1
12415,age,37
12415,county,2
12415,male,1
12415,race,1
12416,age,31
12416,county,2
12416,male,0
12416,race,1
12417,age,19
12417,county,2
12417,male,0
12417,race,1
12418,age,18
12418,county,2
12418,male,1
12418,race,1
12419,age,19
12419,county,2
12419,male,0
12419,race,1
12420,age,25
12420,county,2
12420,male,1
12420,race,1
12421,age,34
12421,county,2
12421,male,1
12421,race,1
12422,age,24
12422,county,2
12422,male,1
12422,race,1
12423,age,36
12423,county,2
12423,male,1
12423,race,1
12424,age,34
12424,county,2
12424,male,0
12424,race,1
12425,age,36
12425,county,2
12425,male,1
12425,race,1
12426,age,39
12426,county,2
12426,male,0
12426,race,1
12427,age,29
12427,county,2
12427,male,1
12427,race,1
12428,age,20
12428,county,2
12428,male,0
12428,race,1
12429,age,31
12429,county,2
12429,male,1
12429,race,1
12430,age,19
12430,county,2
12430,male,0
12430,race,1
12431,age,39
12431,county,2
12431,male,1
12431,race,1
12432,age,33
12432,county,2
12432,male,0
12432,race,1
12433,age,21
12433,county,2
12433,male,0
12433,race,1
12434,age,30
12434,county,2
12434,male,0
12434,race,1
12435,age,35
12435,county,2
12435,male,0
12435,race,1
12436,age,25
12436,county,2
12436,male,0
12436,race,1
12437,age,24
12437,county,2
12437,male,0
12437,race,1
12438,age,39
12438,county,2
12438,male,0
12438,race,1
12439,age,20
12439,county,2
12439,male,1
12439,race,1
12440,age,21
12440,county,2
12440,male,1
12440,race,1
12441,age,28
12441,county,2
12441,male,0
12441,race,1
12442,age,21
12442,county,2
12442,male,1
12442,race,1
12443,age,22
12443,county,2
12443,male,1
12443,race,1
12444,age,37
12444,county,2
12444,male,1
12444,race,1
12445,age,19
12445,county,2
12445,male,1
12445,race,1
12446,age,24
12446,county,2
12446,male,0
12446,race,1
12447,age,29
12447,county,2
12447,male,0
12447,race,1
12448,age,37
12448,county,2
12448,male,1
12448,race,1
12449,age,23
12449,county,2
12449,male,0
12449,race,1
12450,age,39
12450,county,2
12450,male,0
12450,race,1
12451,age,39
12451,county,2
12451,male,0
12451,race,1
12452,age,35
12452,county,2
12452,male,0
12452,race,1
12453,age,32
12453,county,2
12453,male,1
12453,race,1
12454,age,19
12454,county,2
12454,male,1
12454,race,1
12455,age,25
12455,county,2
12455,male,1
12455,race,1
12456,age,35
12456,county,2
12456,male,1
12456,race,1
12457,age,21
12457,county,2
12457,male,0
12457,race,1
12458,age,21
12458,county,2
12458,male,0
12458,race,1
12459,age,28
12459,county,2
12459,male,1
12459,race,1
12460,age,20
12460,county,2
12460,male,1
12460,race,1
12461,age,35
12461,county,2
12461,male,1
12461,race,1
12462,age,21
12462,county,2
12462,male,0
12462,race,1
12463,age,34
12463,county,2
12463,male,1
12463,race,1
12464,age,25
12464,county,2
12464,male,1
12464,race,1
12465,age,29
12465,county,2
12465,male,1
12465,race,1
12466,age,25
12466,county,2
12466,male,1
12466,race,1
12467,age,20
12467,county,2
12467,male,0
12467,race,1
12468,age,37
12468,county,2
12468,male,0
12468,race,1
12469,age,38
12469,county,2
12469,male,0
12469,race,1
12470,age,23
12470,county,2
12470,male,1
12470,race,1
12471,age,33
12471,county,2
12471,male,1
12471,race,1
12472,age,19
12472,county,2
12472,male,1
12472,race,1
12473,age,23
12473,county,2
12473,male,1
12473,race,1
12474,age,40
12474,county,2
12474,male,0
12474,race,1
12475,age,21
12475,county,2
12475,male,0
12475,race,1
12476,age,39
12476,county,2
12476,male,0
12476,race,1
12477,age,20
12477,county,2
12477,male,0
12477,race,1
12478,age,29
12478,county,2
12478,male,0
12478,race,1
12479,age,21
12479,county,2
12479,male,1
12479,race,1
12480,age,33
12480,county,2
12480,male,0
12480,race,1
12481,age,25
12481,county,2
12481,male,1
12481,race,1
12482,age,34
12482,county,2
12482,male,1
12482,race,1
12483,age,31
12483,county,2
12483,male,1
12483,race,1
12484,age,18
12484,county,2
12484,male,0
12484,race,1
12485,age,21
12485,county,2
12485,male,1
12485,race,1
12486,age,28
12486,county,2
12486,male,1
12486,race,1
12487,age,26
12487,county,2
12487,male,0
12487,race,1
12488,age,39
12488,county,2
12488,male,1
12488,race,1
12489,age,39
12489,county,2
12489,male,1
12489,race,1
12490,age,29
12490,county,2
12490,male,1
12490,race,1
12491,age,23
12491,county,2
12491,male,1
12491,race,1
12492,age,34
12492,county,2
12492,male,1
12492,race,1
12493,age,40
12493,county,2
12493,male,0
12493,race,1
12494,age,19
12494,county,2
12494,male,1
12494,race,1
12495,age,21
12495,county,2
12495,male,1
12495,race,1
12496,age,26
12496,county,2
12496,male,1
12496,race,1
12497,age,21
12497,county,2
12497,male,0
12497,race,1
12498,age,39
12498,county,2
12498,male,1
12498,race,1
12499,age,35
12499,county,2
12499,male,1
12499,race,1
12500,age,29
12500,county,2
12500,male,0
12500,race,1
12501,age,21
12501,county,2
12501,male,1
12501,race,1
12502,age,26
12502,county,2
12502,male,1
12502,race,1
12503,age,18
12503,county,2
12503,male,0
12503,race,1
12504,age,19
12504,county,2
12504,male,1
12504,race,1
12505,age,21
12505,county,2
12505,male,1
12505,race,1
12506,age,26
12506,county,2
12506,male,0
12506,race,1
12507,age,40
12507,county,2
12507,male,0
12507,race,1
12508,age,21
12508,county,2
12508,male,0
12508,race,1
12509,age,24
12509,county,2
12509,male,1
12509,race,1
12510,age,30
12510,county,2
12510,male,0
12510,race,1
12511,age,24
12511,county,2
12511,male,0
12511,race,1
12512,age,28
12512,county,2
12512,male,0
12512,race,1
12513,age,22
12513,county,2
12513,male,0
12513,race,1
12514,age,21
12514,county,2
12514,male,0
12514,race,1
12515,age,18
12515,county,2
12515,male,0
12515,race,1
12516,age,21
12516,county,2
12516,male,1
12516,race,1
12517,age,25
12517,county,2
12517,male,0
12517,race,1
12518,age,22
12518,county,2
12518,male,1
12518,race,1
12519,age,39
12519,county,2
12519,male,1
12519,race,1
12520,age,27
12520,county,2
12520,male,1
12520,race,1
12521,age,36
12521,county,2
12521,male,0
12521,race,1
12522,age,38
12522,county,2
12522,male,1
12522,race,1
12523,age,28
12523,county,2
12523,male,1
12523,race,1
12524,age,23
12524,county,2
12524,male,0
12524,race,1
12525,age,38
12525,county,2
12525,male,0
12525,race,1
12526,age,25
12526,county,2
12526,male,1
12526,race,1
12527,age,36
12527,county,2
12527,male,0
12527,race,1
12528,age,35
12528,county,2
12528,male,1
12528,race,1
12529,age,23
12529,county,2
12529,male,1
12529,race,1
12530,age,24
12530,county,2
12530,male,1
12530,race,1
12531,age,38
12531,county,2
12531,male,0
12531,race,1
12532,age,21
12532,county,2
12532,male,0
12532,race,1
12533,age,22
12533,county,2
12533,male,1
12533,race,1
12534,age,38
12534,county,2
12534,male,1
12534,race,1
12535,age,37
12535,county,2
12535,male,1
12535,race,1
12536,age,29
12536,county,2
12536,male,1
12536,race,1
12537,age,32
12537,county,2
12537,male,1
12537,race,1
12538,age,27
12538,county,2
12538,male,1
12538,race,1
12539,age,26
12539,county,2
12539,male,0
12539,race,1
12540,age,20
12540,county,2
12540,male,0
12540,race,1
12541,age,29
12541,county,2
12541,male,0
12541,race,1
12542,age,23
12542,county,2
12542,male,1
12542,race,1
12543,age,25
12543,county,2
12543,male,1
12543,race,1
12544,age,40
12544,county,2
12544,male,1
12544,race,1
12545,age,33
12545,county,2
12545,male,0
12545,race,1
12546,age,22
12546,county,2
12546,male,0
12546,race,1
12547,age,24
12547,county,2
12547,male,0
12547,race,1
12548,age,35
12548,county,2
12548,male,0
12548,race,1
12549,age,24
12549,county,2
12549,male,0
12549,race,1
12550,age,25
12550,county,2
12550,male,0
12550,race,1
12551,age,34
12551,county,2
12551,male,1
12551,race,1
12552,age,28
12552,county,2
12552,male,1
12552,race,1
12553,age,38
12553,county,2
12553,male,1
12553,race,1
12554,age,22
12554,county,2
12554,male,1
12554,race,1
12555,age,28
12555,county,2
12555,male,0
12555,race,1
12556,age,25
12556,county,2
12556,male,1
12556,race,1
12557,age,24
12557,county,2
12557,male,1
12557,race,1
12558,age,23
12558,county,2
12558,male,1
12558,race,1
12559,age,33
12559,county,2
12559,male,1
12559,race,1
12560,age,27
12560,county,2
12560,male,1
12560,race,1
12561,age,21
12561,county,2
12561,male,1
12561,race,1
12562,age,21
12562,county,2
12562,male,0
12562,race,1
12563,age,38
12563,county,2
12563,male,0
12563,race,1
12564,age,21
12564,county,2
12564,male,1
12564,race,1
12565,age,36
12565,county,2
12565,male,0
12565,race,1
12566,age,27
12566,county,2
12566,male,0
12566,race,1
12567,age,40
12567,county,2
12567,male,1
12567,race,1
12568,age,23
12568,county,2
12568,male,0
12568,race,1
12569,age,32
12569,county,2
12569,male,0
12569,race,1
12570,age,34
12570,county,2
12570,male,0
12570,race,1
12571,age,21
12571,county,2
12571,male,0
12571,race,1
12572,age,19
12572,county,2
12572,male,1
12572,race,1
12573,age,25
12573,county,2
12573,male,0
12573,race,1
12574,age,28
12574,county,2
12574,male,0
12574,race,1
12575,age,27
12575,county,2
12575,male,0
12575,race,1
12576,age,26
12576,county,2
12576,male,0
12576,race,1
12577,age,21
12577,county,2
12577,male,0
12577,race,1
12578,age,25
12578,county,2
12578,male,1
12578,race,1
12579,age,40
12579,county,2
12579,male,0
12579,race,1
12580,age,33
12580,county,2
12580,male,0
12580,race,1
12581,age,31
12581,county,2
12581,male,0
12581,race,1
12582,age,32
12582,county,2
12582,male,1
12582,race,1
12583,age,34
12583,county,2
12583,male,0
12583,race,1
12584,age,27
12584,county,2
12584,male,1
12584,race,1
12585,age,36
12585,county,2
12585,male,0
12585,race,1
12586,age,31
12586,county,2
12586,male,0
12586,race,1
12587,age,21
12587,county,2
12587,male,1
12587,race,1
12588,age,37
12588,county,2
12588,male,0
12588,race,1
12589,age,38
12589,county,2
12589,male,0
12589,race,1
12590,age,40
12590,county,2
12590,male,0
12590,race,1
12591,age,31
12591,county,2
12591,male,1
12591,race,1
12592,age,32
12592,county,2
12592,male,1
12592,race,1
12593,age,28
12593,county,2
12593,male,1
12593,race,1
12594,age,34
12594,county,2
12594,male,1
12594,race,1
12595,age,24
12595,county,2
12595,male,0
12595,race,1
12596,age,36
12596,county,2
12596,male,0
12596,race,1
12597,age,34
12597,county,2
12597,male,0
12597,race,1
12598,age,28
12598,county,2
12598,male,1
12598,race,1
12599,age,36
12599,county,2
12599,male,0
12599,race,1
12600,age,26
12600,county,2
12600,male,1
12600,race,1
12601,age,40
12601,county,2
12601,male,0
12601,race,1
12602,age,25
12602,county,2
12602,male,1
12602,race,1
12603,age,38
12603,county,2
12603,male,0
12603,race,1
12604,age,28
12604,county,2
12604,male,0
12604,race,1
12605,age,23
12605,county,2
12605,male,0
12605,race,1
12606,age,22
12606,county,2
12606,male,1
12606,race,1
12607,age,26
12607,county,2
12607,male,0
12607,race,1
12608,age,29
12608,county,2
12608,male,0
12608,race,1
12609,age,24
12609,county,2
12609,male,1
12609,race,1
12610,age,28
12610,county,2
12610,male,1
12610,race,1
12611,age,39
12611,county,2
12611,male,0
12611,race,1
12612,age,38
12612,county,2
12612,male,0
12612,race,1
12613,age,25
12613,county,2
12613,male,0
12613,race,1
12614,age,21
12614,county,2
12614,male,0
12614,race,1
12615,age,40
12615,county,2
12615,male,0
12615,race,1
12616,age,35
12616,county,2
12616,male,1
12616,race,1
12617,age,27
12617,county,2
12617,male,0
12617,race,1
12618,age,21
12618,county,2
12618,male,1
12618,race,1
12619,age,25
12619,county,2
12619,male,1
12619,race,1
12620,age,24
12620,county,2
12620,male,0
12620,race,1
12621,age,30
12621,county,2
12621,male,0
12621,race,1
12622,age,30
12622,county,2
12622,male,1
12622,race,1
12623,age,34
12623,county,2
12623,male,0
12623,race,1
12624,age,35
12624,county,2
12624,male,0
12624,race,1
12625,age,38
12625,county,2
12625,male,0
12625,race,1
12626,age,40
12626,county,2
12626,male,1
12626,race,1
12627,age,31
12627,county,2
12627,male,1
12627,race,1
12628,age,24
12628,county,2
12628,male,0
12628,race,1
12629,age,38
12629,county,2
12629,male,0
12629,race,1
12630,age,35
12630,county,2
12630,male,1
12630,race,1
12631,age,21
12631,county,2
12631,male,1
12631,race,1
12632,age,35
12632,county,2
12632,male,1
12632,race,1
12633,age,31
12633,county,2
12633,male,1
12633,race,1
12634,age,22
12634,county,2
12634,male,1
12634,race,1
12635,age,35
12635,county,2
12635,male,1
12635,race,1
12636,age,21
12636,county,2
12636,male,0
12636,race,1
12637,age,35
12637,county,2
12637,male,0
12637,race,1
12638,age,36
12638,county,2
12638,male,0
12638,race,1
12639,age,39
12639,county,2
12639,male,0
12639,race,1
12640,age,21
12640,county,2
12640,male,1
12640,race,1
12641,age,24
12641,county,2
12641,male,1
12641,race,1
12642,age,37
12642,county,2
12642,male,1
12642,race,1
12643,age,31
12643,county,2
12643,male,0
12643,race,1
12644,age,22
12644,county,2
12644,male,0
12644,race,1
12645,age,36
12645,county,2
12645,male,0
12645,race,1
12646,age,26
12646,county,2
12646,male,1
12646,race,1
12647,age,37
12647,county,2
12647,male,1
12647,race,1
12648,age,20
12648,county,2
12648,male,1
12648,race,1
12649,age,37
12649,county,2
12649,male,0
12649,race,1
12650,age,39
12650,county,2
12650,male,0
12650,race,1
12651,age,28
12651,county,2
12651,male,0
12651,race,1
12652,age,21
12652,county,2
12652,male,1
12652,race,1
12653,age,20
12653,county,2
12653,male,1
12653,race,1
12654,age,28
12654,county,2
12654,male,1
12654,race,1
12655,age,27
12655,county,2
12655,male,0
12655,race,1
12656,age,21
12656,county,2
12656,male,1
12656,race,1
12657,age,35
12657,county,2
12657,male,0
12657,race,1
12658,age,26
12658,county,2
12658,male,1
12658,race,1
12659,age,36
12659,county,2
12659,male,1
12659,race,1
12660,age,27
12660,county,2
12660,male,1
12660,race,1
12661,age,29
12661,county,2
12661,male,0
12661,race,1
12662,age,35
12662,county,2
12662,male,1
12662,race,1
12663,age,23
12663,county,2
12663,male,0
12663,race,1
12664,age,20
12664,county,2
12664,male,1
12664,race,1
12665,age,21
12665,county,2
12665,male,1
12665,race,1
12666,age,30
12666,county,2
12666,male,0
12666,race,1
12667,age,38
12667,county,2
12667,male,1
12667,race,1
12668,age,24
12668,county,2
12668,male,0
12668,race,1
