student_id,county,age,female,race
7453,1,19,1,1
7454,1,33,1,1
7455,1,24,1,1
7456,1,28,0,1
7457,1,38,1,1
7458,1,40,1,1
7459,1,33,0,1
7460,1,26,0,1
7461,1,38,1,1
7462,1,22,0,1
7463,1,20,1,1
7464,1,28,1,1
7465,1,35,1,1
7466,1,35,0,1
7467,1,24,1,1
7468,1,20,0,1
7469,1,20,1,1
7470,1,38,0,1
7471,1,39,1,1
7472,1,20,1,1
7473,1,25,0,1
7474,1,22,1,1
7475,1,29,0,1
7476,1,27,0,1
7477,1,35,1,1
7478,1,29,1,1
7479,1,31,1,1
7480,1,33,1,1
7481,1,38,1,1
7482,1,40,1,1
7483,1,38,0,1
7484,1,34,0,1
7485,1,31,1,1
7486,1,25,0,1
7487,1,29,0,1
7488,1,22,0,1
7489,1,29,1,1
7490,1,25,0,1
7491,1,33,0,1
7492,1,21,0,1
7493,1,19,0,1
7494,1,34,0,1
7495,1,22,1,1
7496,1,37,0,1
7497,1,33,0,1
7498,1,25,0,1
7499,1,28,1,1
7500,1,23,0,1
7501,1,25,1,1
7502,1,24,0,1
7503,1,40,0,1
7504,1,37,1,1
7505,1,21,0,1
7506,1,22,1,1
7507,1,23,1,1
7508,1,18,1,1
7509,1,33,1,1
7510,1,18,1,1
7511,1,21,0,1
7512,1,27,1,1
7513,1,23,0,1
7514,1,30,1,1
7515,1,25,0,1
7516,1,20,0,1
7517,1,28,1,1
7518,1,26,0,1
7519,1,30,0,1
7520,1,24,0,1
7521,1,24,0,1
7522,1,24,0,1
7523,1,38,0,1
7524,1,37,0,1
7525,1,38,0,1
7526,1,33,1,1
7527,1,33,1,1
7528,1,33,1,1
7529,1,38,0,1
7530,1,28,0,1
7531,1,35,0,1
7532,1,25,0,1
7533,1,19,1,1
7534,1,28,1,1
7535,1,18,0,1
7536,1,30,0,1
7537,1,24,1,1
7538,1,31,1,1
7539,1,21,1,1
7540,1,26,1,1
7541,1,36,0,1
7542,1,37,1,1
7543,1,40,0,1
7544,1,35,1,1
7545,1,22,1,1
7546,1,30,1,1
7547,1,34,1,1
7548,1,29,0,1
7549,1,25,0,1
7550,1,22,0,1
7551,1,29,0,1
7552,1,19,0,1
7553,1,23,0,1
7554,1,24,0,1
7555,1,30,1,1
7556,1,23,1,1
7557,1,39,1,1
7558,1,24,1,1
7559,1,21,1,1
7560,1,32,1,1
7561,1,29,1,1
7562,1,23,0,1
7563,1,39,1,1
7564,1,29,1,1
7565,1,22,0,1
7566,1,37,1,1
7567,1,35,1,1
7568,1,29,0,1
7569,1,39,0,1
7570,1,24,1,1
7571,1,38,1,1
7572,1,24,0,1
7573,1,21,1,1
7574,1,31,1,1
7575,1,24,1,1
7576,1,32,0,1
7577,1,33,1,1
7578,1,39,1,1
7579,1,24,0,1
7580,1,36,0,1
7581,1,30,0,1
7582,1,34,1,1
7583,1,24,1,1
7584,1,28,1,1
7585,1,23,1,1
7586,1,40,1,1
7587,1,21,0,1
7588,1,34,0,1
7589,1,33,0,1
7590,1,24,0,1
7591,1,23,0,1
7592,1,26,1,1
7593,1,25,0,1
7594,1,27,1,1
7595,1,21,0,1
7596,1,23,1,1
7597,1,25,1,1
7598,1,23,1,1
7599,1,30,1,1
7600,1,37,1,1
7601,1,24,0,1
7602,1,24,0,1
7603,1,26,0,1
7604,1,21,0,1
7605,1,40,0,1
7606,1,35,1,1
7607,1,32,1,1
7608,1,28,1,1
7609,1,34,1,1
7610,1,31,1,1
7611,1,27,0,1
7612,1,25,1,1
7613,1,24,0,1
7614,1,26,0,1
7615,1,28,0,1
7616,1,34,0,1
7617,1,27,0,1
7618,1,37,0,1
7619,1,33,0,1
7620,1,21,1,1
7621,1,21,1,1
7622,1,38,1,1
7623,1,32,0,1
7624,1,31,1,1
7625,1,22,0,1
7626,1,39,1,1
7627,1,36,1,1
7628,1,28,1,1
7629,1,34,0,1
7630,1,24,1,1
7631,1,24,0,1
7632,1,28,1,1
7633,1,25,1,1
7634,1,37,1,1
7635,1,24,0,1
7636,1,32,1,1
7637,1,33,0,1
7638,1,26,1,1
7639,1,21,0,1
7640,1,19,0,1
7641,1,33,1,1
7642,1,21,1,1
7643,1,30,1,1
7644,1,19,0,1
7645,1,39,0,1
7646,1,22,0,1
7647,1,39,1,1
7648,1,36,1,1
7649,1,31,0,1
7650,1,24,0,1
7651,1,22,1,1
7652,1,34,0,1
7653,1,34,0,1
7654,1,40,1,1
7655,1,23,1,1
7656,1,31,0,1
7657,1,25,0,1
7658,1,34,1,1
7659,1,26,0,1
7660,1,18,1,1
7661,1,24,1,1
7662,1,35,0,1
7663,1,30,0,1
7664,1,21,0,1
7665,1,23,0,1
7666,1,36,1,1
7667,1,38,0,1
7668,1,33,1,1
7669,1,26,1,1
7670,1,27,0,1
7671,1,30,1,1
7672,1,28,1,1
7673,1,27,1,1
7674,1,28,1,1
7675,1,23,1,1
7676,1,34,0,1
7677,1,19,1,1
7678,1,39,0,1
7679,1,27,1,1
7680,1,26,1,1
7681,1,23,0,1
7682,1,25,0,1
7683,1,32,1,1
7684,1,31,1,1
7685,1,29,1,1
7686,1,22,0,1
7687,1,35,0,1
7688,1,32,1,1
7689,1,28,0,1
7690,1,23,1,1
7691,1,18,1,1
7692,1,22,0,1
7693,1,23,0,1
7694,1,27,1,1
7695,1,33,0,1
7696,1,38,0,1
7697,1,27,0,1
7698,1,30,0,1
7699,1,20,1,1
7700,1,30,1,1
7701,1,18,0,1
7702,1,22,0,1
7703,1,23,0,1
7704,1,36,0,1
7705,1,26,0,1
7706,1,29,0,1
7707,1,37,0,1
7708,1,29,0,1
7709,1,21,1,1
7710,1,37,0,1
7711,1,29,1,1
7712,1,37,0,1
7713,1,22,1,1
7714,1,40,0,1
7715,1,24,0,1
7716,1,23,1,1
7717,1,36,1,1
7718,1,38,0,1
7719,1,33,1,1
7720,1,31,0,1
7721,1,33,0,1
7722,1,32,1,1
7723,1,21,1,1
7724,1,37,0,1
7725,1,23,0,1
7726,1,26,0,1
7727,1,34,1,1
7728,1,32,0,1
7729,1,26,0,1
7730,1,40,0,1
7731,1,22,1,1
7732,1,30,1,1
7733,1,27,0,1
7734,1,23,1,1
7735,1,33,1,1
7736,1,25,1,1
7737,1,25,0,1
7738,1,30,0,1
7739,1,20,1,1
7740,1,40,0,1
7741,1,22,0,1
7742,1,18,0,1
7743,1,40,1,1
7744,1,27,0,1
7745,1,20,1,1
7746,1,38,0,1
7747,1,24,1,1
7748,1,40,0,1
7749,1,32,1,1
7750,1,21,0,1
7751,1,23,1,1
7752,1,37,0,1
7753,1,36,0,1
7754,1,30,0,1
7755,1,27,0,1
7756,1,24,0,1
7757,1,34,1,1
7758,1,39,0,1
7759,1,38,1,1
7760,1,22,0,1
7761,1,34,1,1
7762,1,37,1,1
7763,1,31,0,1
7764,1,21,1,1
7765,1,31,1,1
7766,1,38,1,1
7767,1,34,0,1
7768,1,32,1,1
7769,1,32,0,1
7770,1,21,0,1
7771,1,35,0,1
7772,1,27,1,1
7773,1,21,0,1
7774,1,30,1,1
7775,1,39,1,1
7776,1,29,0,1
7777,1,22,0,1
7778,1,35,0,1
7779,1,23,0,1
7780,1,22,1,1
7781,1,35,0,1
7782,1,24,0,1
7783,1,29,0,1
7784,1,30,1,1
7785,1,19,1,1
7786,1,24,0,1
7787,1,25,0,1
7788,1,27,1,1
7789,1,23,1,1
7790,1,25,0,1
7791,1,36,0,1
7792,1,32,0,1
7793,1,37,0,1
7794,1,23,1,1
7795,1,31,0,1
7796,1,39,1,1
7797,1,39,1,1
7798,1,19,1,1
7799,1,36,0,1
7800,1,26,0,1
7801,1,34,1,1
7802,1,32,1,1
7803,1,25,1,1
7804,1,27,1,1
7805,1,31,1,1
7806,1,29,0,1
7807,1,25,0,1
7808,1,24,1,1
7809,1,39,0,1
7810,1,32,1,1
7811,1,23,1,1
7812,1,33,1,1
7813,1,20,1,1
7814,1,35,1,1
7815,1,25,0,1
7816,1,28,0,1
7817,1,32,0,1
7818,1,23,0,1
7819,1,21,0,1
7820,1,33,1,1
7821,1,33,1,1
7822,1,21,1,1
7823,1,22,1,1
7824,1,32,1,1
7825,1,26,1,1
7826,1,36,0,1
7827,1,25,0,1
7828,1,39,1,1
7829,1,24,1,1
7830,1,28,0,1
7831,1,27,1,1
7832,1,30,1,1
7833,1,28,0,1
7834,1,30,1,1
7835,1,31,1,1
7836,1,22,1,1
7837,1,33,0,1
7838,1,20,0,1
7839,1,27,0,1
7840,1,23,1,1
7841,1,32,0,1
7842,1,19,0,1
7843,1,35,0,1
7844,1,40,1,1
7845,1,19,0,1
7846,1,25,1,1
7847,1,19,1,1
7848,1,31,1,1
7849,1,19,0,1
7850,1,23,1,1
7851,1,39,1,1
7852,1,32,1,1
7853,1,29,1,1
7854,1,20,0,1
7855,1,21,1,1
7856,1,24,1,1
7857,1,33,0,1
7858,1,23,0,1
7859,1,27,0,1
7860,1,37,0,1
7861,1,37,0,1
7862,1,26,1,1
7863,1,28,1,1
7864,1,24,0,1
7865,1,25,0,1
7866,1,21,1,1
7867,1,24,0,1
7868,1,20,1,1
7869,1,30,0,1
7870,1,26,1,1
7871,1,26,1,1
7872,1,32,0,1
7873,1,40,0,1
7874,1,23,1,1
7875,1,34,1,1
7876,1,32,0,1
7877,1,39,0,1
7878,1,30,0,1
7879,1,25,0,1
7880,1,28,1,1
7881,1,38,0,1
7882,1,31,0,1
7883,1,39,0,1
7884,1,27,1,1
7885,1,32,1,1
7886,1,26,1,1
7887,1,33,1,1
7888,1,18,0,1
7889,1,21,1,1
7890,1,29,1,1
7891,1,23,1,1
7892,1,21,0,1
7893,1,37,1,1
7894,1,27,0,1
7895,1,25,0,1
7896,1,25,0,1
7897,1,25,1,1
7898,1,32,0,1
7899,1,38,0,1
7900,1,21,1,1
7901,1,25,0,1
7902,1,22,1,1
7903,1,26,1,1
7904,1,27,1,1
7905,1,33,0,1
7906,1,39,1,1
7907,1,26,0,1
7908,1,31,0,1
7909,1,25,0,1
7910,1,21,0,1
7911,1,34,0,1
7912,1,25,0,1
7913,1,34,1,1
7914,1,30,0,1
7915,1,33,0,1
7916,1,22,0,1
7917,1,21,0,1
7918,1,40,0,1
7919,1,21,0,1
7920,1,24,1,1
7921,1,24,0,1
7922,1,40,1,1
7923,1,26,1,1
7924,1,24,0,1
7925,1,20,1,1
7926,1,38,1,1
7927,1,40,1,1
7928,1,24,0,1
7929,1,37,1,1
7930,1,32,0,1
7931,1,25,1,1
7932,1,22,1,1
7933,1,19,0,1
7934,1,27,1,1
7935,1,40,1,1
7936,1,30,0,1
7937,1,26,0,1
7938,1,21,0,1
7939,1,39,0,1
7940,1,29,1,1
7941,1,28,1,1
7942,1,32,0,1
7943,1,24,0,1
7944,1,34,0,1
7945,1,23,0,1
7946,1,40,0,1
7947,1,24,1,1
7948,1,18,0,1
7949,1,25,0,1
7950,1,40,0,1
7951,1,24,1,1
7952,1,22,1,1
7953,1,35,1,1
7954,1,24,1,1
7955,1,20,0,1
7956,1,24,0,1
7957,1,28,0,1
7958,1,31,1,1
7959,1,30,0,1
7960,1,21,0,1
7961,1,20,1,1
7962,1,29,1,1
7963,1,32,0,1
7964,1,20,1,1
7965,1,36,0,1
7966,1,33,1,1
7967,1,23,0,1
7968,1,19,1,1
7969,1,26,0,1
7970,1,21,1,1
7971,1,24,1,1
7972,1,21,0,1
7973,1,24,0,1
7974,1,23,1,1
7975,1,21,1,1
7976,1,23,0,1
7977,1,40,1,1
7978,1,36,0,1
7979,1,35,0,1
7980,1,22,1,1
7981,1,21,0,1
7982,1,21,0,1
7983,1,35,0,1
7984,1,21,1,1
7985,1,27,1,1
7986,1,22,1,1
7987,1,27,0,1
7988,1,19,1,1
7989,1,34,0,1
7990,1,19,1,1
7991,1,31,0,1
7992,1,26,1,1
7993,1,28,1,1
7994,1,35,0,1
7995,1,22,0,1
7996,1,28,0,1
7997,1,23,1,1
7998,1,23,0,1
7999,1,33,0,1
8000,1,20,1,1
8001,1,30,0,1
8002,1,31,1,1
8003,1,19,1,1
8004,1,34,1,1
8005,1,21,0,1
8006,1,29,1,1
8007,1,26,1,1
8008,1,21,0,1
8009,1,26,0,1
8010,1,31,0,1
8011,1,39,1,1
8012,1,32,1,1
8013,1,37,1,1
8014,1,36,1,1
8015,1,24,1,1
8016,1,33,1,1
8017,1,31,0,1
8018,1,39,0,1
8019,1,21,0,1
8020,1,32,0,1
8021,1,28,1,1
8022,1,22,1,1
8023,1,38,0,1
8024,1,28,0,1
8025,1,18,1,1
8026,1,20,0,1
8027,1,37,0,1
8028,1,22,0,1
8029,1,34,1,1
8030,1,32,0,1
8031,1,35,0,1
8032,1,20,0,1
8033,1,33,0,1
8034,1,33,0,1
8035,1,28,1,1
8036,1,35,0,1
8037,1,27,1,1
8038,1,24,0,1
8039,1,21,1,1
8040,1,32,0,1
8041,1,37,1,1
8042,1,19,0,1
8043,1,37,1,1
8044,1,32,0,1
8045,1,31,1,1
8046,1,36,0,1
8047,1,18,1,1
8048,1,30,1,1
8049,1,39,0,1
8050,1,18,1,1
8051,1,28,0,1
8052,1,39,0,1
8053,1,29,1,1
8054,1,21,1,1
8055,1,37,1,1
8056,1,35,1,1
8057,1,18,0,1
8058,1,33,0,1
8059,1,39,1,1
8060,1,26,1,1
8061,1,35,1,1
8062,1,25,1,1
8063,1,38,1,1
8064,1,27,1,1
8065,1,25,0,1
8066,1,34,1,1
8067,1,25,1,1
8068,1,28,0,1
8069,1,21,1,1
8070,1,38,0,1
8071,1,24,0,1
8072,1,19,0,1
8073,1,23,1,1
8074,1,20,1,1
8075,1,34,0,1
8076,1,22,1,1
8077,1,29,0,1
8078,1,29,0,1
8079,1,39,0,1
8080,1,24,0,1
8081,1,33,1,1
8082,1,26,0,1
8083,1,22,1,1
8084,1,38,1,1
8085,1,22,1,1
8086,1,21,0,1
8087,1,26,1,1
8088,1,22,0,1
8089,1,27,0,1
8090,1,22,1,1
8091,1,37,0,1
8092,1,20,0,1
8093,1,23,0,1
8094,1,37,0,1
8095,1,39,1,1
8096,1,24,1,1
8097,1,23,0,1
8098,1,25,1,1
8099,1,34,1,1
8100,1,21,1,1
8101,1,33,0,1
8102,1,24,1,1
8103,1,21,0,1
8104,1,24,0,1
8105,1,32,1,1
8106,1,25,0,1
8107,1,32,1,1
8108,1,30,1,1
8109,1,36,1,1
8110,1,39,0,1
8111,1,31,0,1
8112,1,29,0,1
8113,1,23,1,1
8114,1,35,1,1
8115,1,23,1,1
8116,1,35,1,1
8117,1,29,1,1
8118,1,18,1,1
8119,1,35,0,1
8120,1,33,0,1
8121,1,38,0,1
8122,1,18,0,1
8123,1,34,0,1
8124,1,38,0,1
8125,1,35,1,1
8126,1,19,0,1
8127,1,25,0,1
8128,1,24,1,1
8129,1,22,0,1
8130,1,31,1,1
8131,1,32,1,1
8132,1,24,1,1
8133,1,22,1,1
8134,1,30,1,1
8135,1,38,1,1
8136,1,24,0,1
8137,1,39,1,1
8138,1,35,1,1
8139,1,24,0,1
8140,1,21,0,1
8141,1,21,1,1
8142,1,29,0,1
8143,1,32,0,1
8144,1,34,0,1
8145,1,29,1,1
8146,1,38,0,1
8147,1,21,0,1
8148,1,31,0,1
8149,1,28,0,1
8150,1,29,1,1
8151,1,21,1,1
8152,1,28,0,1
8153,1,26,0,1
8154,1,30,1,1
8155,1,20,0,1
8156,1,28,1,1
8157,1,38,0,1
8158,1,32,1,1
8159,1,19,0,1
8160,1,24,0,1
8161,1,20,1,1
8162,1,39,0,1
8163,1,27,0,1
8164,1,22,1,1
8165,1,25,0,1
8166,1,22,0,1
8167,1,28,1,1
8168,1,18,1,1
8169,1,39,1,1
8170,1,24,0,1
8171,1,28,1,1
8172,1,35,1,1
8173,1,32,1,1
8174,1,19,1,1
8175,1,19,0,1
8176,1,26,0,1
8177,1,31,1,1
8178,1,25,1,1
8179,1,38,1,1
8180,1,22,0,1
8181,1,33,1,1
8182,1,21,0,1
8183,1,19,0,1
8184,1,21,1,1
8185,1,30,0,1
8186,1,32,0,1
8187,1,25,1,1
8188,1,24,0,1
8189,1,27,1,1
8190,1,29,1,1
8191,1,36,0,1
8192,1,34,0,1
8193,1,36,1,1
8194,1,39,1,1
8195,1,25,0,1
8196,1,21,1,1
8197,1,38,0,1
8198,1,37,1,1
8199,1,39,1,1
8200,1,40,0,1
8201,1,38,1,1
8202,1,24,0,1
8203,1,21,0,1
8204,1,24,1,1
8205,1,32,0,1
8206,1,27,1,1
8207,1,18,0,1
8208,1,34,0,1
8209,1,37,1,1
8210,1,37,1,1
8211,1,25,0,1
8212,1,37,0,1
8213,1,25,0,1
8214,1,24,1,1
8215,1,25,0,1
8216,1,37,1,1
8217,1,33,0,1
8218,1,29,1,1
8219,1,33,1,1
8220,1,26,0,1
8221,1,34,0,1
8222,1,25,1,1
8223,1,27,0,1
8224,1,35,0,1
8225,1,22,0,1
8226,1,25,0,1
8227,1,37,0,1
8228,1,27,0,1
8229,1,25,0,1
8230,1,29,1,1
8231,1,37,1,1
8232,1,21,1,1
8233,1,20,1,1
8234,1,28,1,1
8235,1,36,0,1
8236,1,21,0,1
8237,1,22,1,1
8238,1,35,0,1
8239,1,22,0,1
8240,1,24,0,1
8241,1,37,1,1
8242,1,35,0,1
8243,1,33,0,1
8244,1,35,0,1
8245,1,22,1,1
8246,1,36,0,1
8247,1,19,0,1
8248,1,35,1,1
8249,1,19,0,1
8250,1,40,0,1
8251,1,40,1,1
8252,1,25,1,1
8253,1,31,1,1
8254,1,27,0,1
8255,1,33,1,1
8256,1,26,1,1
8257,1,18,0,1
8258,1,32,1,1
8259,1,37,0,1
8260,1,34,0,1
8261,1,35,0,1
8262,1,25,1,1
8263,1,30,1,1
8264,1,25,0,1
8265,1,39,1,1
8266,1,30,1,1
8267,1,34,1,1
8268,1,40,0,1
8269,1,37,0,1
8270,1,39,0,1
8271,1,31,1,1
8272,1,35,0,1
8273,1,25,1,1
8274,1,31,0,1
8275,1,35,1,1
8276,1,40,0,1
8277,1,39,0,1
8278,1,19,0,1
8279,1,34,1,1
8280,1,22,0,1
8281,1,26,1,1
8282,1,21,0,1
8283,1,19,0,1
8284,1,38,1,1
8285,1,28,0,1
8286,1,35,0,1
8287,1,32,0,1
8288,1,20,0,1
8289,1,37,1,1
8290,1,29,1,1
8291,1,37,0,1
8292,1,32,1,1
8293,1,32,0,1
8294,1,19,0,1
8295,1,36,1,1
8296,1,33,1,1
8297,1,23,0,1
8298,1,34,1,1
8299,1,24,0,1
8300,1,39,1,1
8301,1,27,1,1
8302,1,29,1,1
8303,1,19,1,1
8304,1,24,1,1
8305,1,25,1,1
8306,1,33,0,1
8307,1,34,0,1
8308,1,38,0,1
8309,1,24,0,1
8310,1,21,0,1
8311,1,34,0,1
8312,1,26,1,1
8313,1,23,0,1
8314,1,22,0,1
8315,1,27,0,1
8316,1,38,1,1
8317,1,34,1,1
8318,1,26,0,1
8319,1,26,0,1
8320,1,34,1,1
8321,1,28,1,1
8322,1,39,1,1
8323,1,21,0,1
8324,1,24,1,1
8325,1,36,0,1
8326,1,36,1,1
8327,1,34,1,1
8328,1,38,1,1
8329,1,27,0,1
8330,1,18,1,1
8331,1,23,1,1
8332,1,21,1,1
8333,1,22,0,1
8334,1,37,0,1
8335,1,30,1,1
8336,1,21,1,1
8337,1,22,1,1
8338,1,30,1,1
8339,1,33,1,1
8340,1,23,0,1
8341,1,24,1,1
8342,1,40,1,1
8343,1,19,0,1
8344,1,29,0,1
8345,1,22,1,1
8346,1,28,1,1
8347,1,33,0,1
8348,1,22,0,1
8349,1,27,1,1
8350,1,29,0,1
8351,1,20,0,1
8352,1,40,0,1
8353,1,18,0,1
8354,1,21,0,1
8355,1,23,0,1
8356,1,38,0,1
8357,1,25,0,1
8358,1,36,0,1
8359,1,34,0,1
8360,1,36,1,1
8361,1,20,1,1
8362,1,30,0,1
8363,1,23,0,1
8364,1,36,0,1
8365,1,37,0,1
8366,1,36,0,1
8367,1,31,0,1
8368,1,24,1,1
8369,1,26,1,1
8370,1,39,0,1
8371,1,25,1,1
8372,1,36,0,1
8373,1,30,0,1
8374,1,36,0,1
8375,1,22,0,1
8376,1,19,0,1
8377,1,19,0,1
8378,1,34,0,1
8379,1,28,0,1
8380,1,26,0,1
8381,1,31,0,1
8382,1,30,0,1
8383,1,20,1,1
8384,1,28,0,1
8385,1,22,1,1
8386,1,25,0,1
8387,1,39,0,1
8388,1,22,1,1
8389,1,33,1,1
8390,1,40,1,1
8391,1,24,1,1
8392,1,24,0,1
8393,1,40,1,1
8394,1,23,0,1
8395,1,26,0,1
8396,1,22,0,1
8397,1,23,0,1
8398,1,24,1,1
8399,1,24,1,1
8400,1,24,1,1
8401,1,33,1,1
8402,1,40,0,1
8403,1,37,1,1
8404,1,39,1,1
8405,1,25,1,1
8406,1,21,1,1
8407,1,21,0,1
8408,1,29,1,1
8409,1,37,1,1
8410,1,21,0,1
8411,1,29,1,1
8412,1,18,1,1
8413,1,21,0,1
8414,1,21,1,1
8415,1,38,1,1
8416,1,25,1,1
8417,1,25,1,1
8418,1,28,0,1
8419,1,35,0,1
8420,1,30,1,1
8421,1,25,1,1
8422,1,27,0,1
8423,1,18,1,1
8424,1,39,1,1
8425,1,20,0,1
8426,1,40,0,1
8427,1,33,1,1
8428,1,31,0,1
8429,1,37,1,1
8430,1,33,0,1
8431,1,30,1,1
8432,1,28,0,1
8433,1,23,1,1
8434,1,18,0,1
8435,1,24,0,1
8436,1,26,0,1
8437,1,30,1,1
8438,1,31,0,1
8439,1,36,1,1
8440,1,26,1,1
8441,1,35,1,1
8442,1,35,1,1
8443,1,26,0,1
8444,1,26,1,1
8445,1,18,1,1
8446,1,28,1,1
8447,1,28,0,1
8448,1,26,0,1
8449,1,22,0,1
8450,1,28,1,1
8451,1,33,0,1
8452,1,23,0,1
8453,1,30,1,1
8454,1,39,0,1
8455,1,22,0,1
8456,1,31,0,1
8457,1,24,1,1
8458,1,27,0,1
8459,1,40,1,1
8460,1,31,1,1
8461,1,18,1,1
8462,1,20,1,1
8463,1,35,1,1
8464,1,20,1,1
8465,1,32,0,1
8466,1,23,0,1
8467,1,27,0,1
8468,1,26,0,1
8469,1,21,1,1
8470,1,37,1,1
8471,1,25,1,1
8472,1,21,0,1
8473,1,20,0,1
8474,1,18,0,1
8475,1,38,0,1
8476,1,23,0,1
8477,1,21,1,1
8478,1,27,0,1
8479,1,26,0,1
8480,1,25,1,1
8481,1,33,1,1
8482,1,36,0,1
8483,1,27,0,1
8484,1,31,0,1
8485,1,30,1,1
8486,1,38,1,1
8487,1,22,1,1
8488,1,34,1,1
8489,1,23,0,1
8490,1,23,1,1
8491,1,31,1,1
8492,1,22,0,1
8493,1,37,1,1
8494,1,23,1,1
8495,1,29,0,1
8496,1,21,1,1
8497,1,25,0,1
8498,1,33,0,1
8499,1,24,1,1
8500,1,26,1,1
8501,1,20,0,1
8502,1,34,0,1
8503,1,22,0,1
8504,1,28,0,1
8505,1,25,0,1
8506,1,32,0,1
8507,1,34,0,1
8508,1,28,1,1
8509,1,23,1,1
8510,1,20,0,1
8511,1,32,0,1
8512,1,19,0,1
8513,1,28,0,1
8514,1,37,1,1
8515,1,24,1,1
8516,1,28,0,1
8517,1,31,0,1
8518,1,35,0,1
8519,1,22,0,1
8520,1,30,0,1
8521,1,23,1,1
8522,1,38,1,1
8523,1,30,1,1
8524,1,29,0,1
8525,1,26,1,1
8526,1,23,1,1
8527,1,24,0,1
8528,1,36,0,1
8529,1,32,0,1
8530,1,20,0,1
8531,1,31,1,1
8532,1,38,1,1
8533,1,22,1,1
8534,1,40,1,1
8535,1,38,0,1
8536,1,23,1,1
8537,1,23,0,1
8538,1,24,0,1
8539,1,35,1,1
8540,1,25,1,1
8541,1,38,0,1
8542,1,40,0,1
8543,1,38,0,1
8544,1,39,0,1
8545,1,39,1,1
8546,1,28,0,1
8547,1,19,0,1
8548,1,39,1,1
8549,1,24,1,1
8550,1,26,1,1
8551,1,32,1,1
8552,1,33,1,1
8553,1,20,1,1
8554,1,40,1,1
8555,1,39,1,1
8556,1,35,1,1
8557,1,23,1,1
8558,1,31,1,1
8559,1,26,1,1
8560,1,18,0,1
8561,1,18,0,1
8562,1,36,1,1
8563,1,20,1,1
8564,1,25,0,1
8565,1,23,0,1
8566,1,28,0,1
8567,1,30,0,1
8568,1,19,1,1
8569,1,29,0,1
8570,1,25,1,1
8571,1,39,0,1
8572,1,38,1,1
8573,1,36,1,1
8574,1,25,0,1
8575,1,38,1,1
8576,1,24,1,1
8577,1,19,1,1
8578,1,22,0,1
8579,1,32,0,1
8580,1,26,0,1
8581,1,25,0,1
8582,1,24,0,1
8583,1,26,1,1
8584,1,28,1,1
8585,1,35,1,1
8586,1,22,0,1
8587,1,18,1,1
8588,1,19,0,1
8589,1,30,0,1
8590,1,30,0,1
8591,1,21,0,1
8592,1,27,0,1
8593,1,23,0,1
8594,1,37,1,1
8595,1,33,0,1
8596,1,24,1,1
8597,1,28,0,1
8598,1,38,1,1
8599,1,25,1,1
8600,1,31,0,1
8601,1,21,0,1
8602,1,27,0,1
8603,1,23,0,1
8604,1,29,1,1
8605,1,27,0,1
8606,1,29,0,1
8607,1,28,0,1
8608,1,21,0,1
8609,1,22,1,1
8610,1,25,1,1
8611,1,25,0,1
8612,1,26,1,1
8613,1,24,0,1
8614,1,21,1,1
8615,1,22,0,1
8616,1,34,1,1
8617,1,30,0,1
8618,1,33,1,1
8619,1,24,1,1
8620,1,35,1,1
8621,1,24,1,1
8622,1,22,1,1
8623,1,27,1,1
8624,1,37,1,1
8625,1,28,0,1
8626,1,22,0,1
8627,1,33,0,1
8628,1,40,0,1
8629,1,30,1,1
8630,1,22,1,1
8631,1,24,1,1
8632,1,29,0,1
8633,1,25,1,1
8634,1,39,1,1
8635,1,26,0,1
8636,1,39,1,1
8637,1,27,0,1
8638,1,26,1,1
8639,1,23,1,1
8640,1,23,0,1
8641,1,30,0,1
8642,1,34,1,1
8643,1,33,0,1
8644,1,36,0,1
8645,1,21,1,1
8646,1,27,0,1
8647,1,39,0,1
8648,1,37,0,1
8649,1,34,1,1
8650,1,20,1,1
8651,1,18,0,1
8652,1,37,1,1
8653,1,24,0,1
8654,1,38,1,1
8655,1,21,0,1
8656,1,35,1,1
8657,1,27,1,1
8658,1,39,1,1
8659,1,37,0,1
8660,1,24,1,1
8661,1,31,1,1
8662,1,21,0,1
8663,1,25,0,1
8664,1,31,0,1
8665,1,22,1,1
8666,1,25,0,1
8667,1,21,1,1
8668,1,38,1,1
8669,1,24,1,1
8670,1,20,0,1
8671,1,33,1,1
8672,1,38,0,1
8673,1,21,0,1
8674,1,19,1,1
8675,1,26,1,1
8676,1,32,1,1
8677,1,35,0,1
8678,1,38,0,1
8679,1,39,1,1
8680,1,29,1,1
8681,1,34,1,1
8682,1,21,0,1
8683,1,18,0,1
8684,1,18,0,1
8685,1,23,0,1
8686,1,23,1,1
8687,1,35,0,1
8688,1,32,0,1
8689,1,21,1,1
8690,1,23,0,1
8691,1,24,0,1
8692,1,32,0,1
8693,1,23,1,1
8694,1,26,1,1
8695,1,22,0,1
8696,1,40,0,1
8697,1,30,1,1
8698,1,24,1,1
8699,1,33,1,1
8700,1,26,1,1
8701,1,37,0,1
8702,1,20,0,1
8703,1,21,1,1
8704,1,19,0,1
8705,1,22,0,1
8706,1,22,1,1
8707,1,38,1,1
8708,1,31,0,1
8709,1,21,1,1
8710,1,25,0,1
8711,1,37,1,1
8712,1,38,1,1
8713,1,24,1,1
8714,1,28,0,1
8715,1,20,1,1
8716,1,34,1,1
8717,1,24,0,1
8718,1,19,1,1
8719,1,20,0,1
8720,1,31,0,1
8721,1,32,0,1
8722,1,27,1,1
8723,1,24,1,1
